joke	192.168.1.1	2014-11-11	02:47:15pm
joke	192.168.1.1	2014-11-11	02:47:27pm
joke	192.168.1.1	2014-11-11	02:47:39pm
joke	192.168.1.1	2014-11-11	02:47:50pm
joke	192.168.1.1	2014-11-11	02:48:01pm
joke	192.168.1.1	2014-11-11	02:48:13pm
joke	192.168.1.1	2014-11-11	02:48:24pm
joke	192.168.1.1	2014-11-11	02:48:35pm
joke	192.168.1.1	2014-11-11	02:48:47pm
joke	192.168.1.1	2014-11-11	02:48:58pm
joke	192.168.1.1	2014-11-11	02:49:10pm
joke	192.168.1.1	2014-11-11	02:49:21pm
joke	192.168.1.1	2014-11-11	02:49:32pm
joke	192.168.1.1	2014-11-11	02:49:44pm
joke	192.168.1.1	2014-11-11	02:49:55pm
joke	192.168.1.1	2014-11-11	02:50:06pm
joke	192.168.1.1	2014-11-11	02:50:17pm
joke	192.168.1.1	2014-11-11	02:50:29pm
joke	192.168.1.1	2014-11-11	02:50:59pm
joke	192.168.1.1	2014-11-11	02:51:10pm
joke	192.168.1.1	2014-11-11	02:51:21pm
joke	192.168.1.1	2014-11-11	02:51:33pm
joke	192.168.1.1	2014-11-11	02:51:44pm
joke	192.168.1.1	2014-11-11	02:51:55pm
joke	192.168.1.1	2014-11-11	02:52:06pm
joke	192.168.1.1	2014-11-11	02:52:18pm
joke	192.168.1.1	2014-11-11	02:52:29pm
joke	192.168.1.1	2014-11-11	02:52:40pm
joke	192.168.1.1	2014-11-11	02:52:52pm
joke	192.168.1.1	2014-11-11	02:53:03pm
joke	192.168.1.1	2014-11-11	02:53:14pm
joke	192.168.1.1	2014-11-11	02:53:26pm
joke	192.168.1.1	2014-11-11	02:53:37pm
joke	192.168.1.1	2014-11-11	02:53:48pm
joke	192.168.1.1	2014-11-11	02:53:59pm
joke	192.168.1.1	2014-11-11	02:54:11pm
joke	192.168.1.1	2014-11-11	02:54:22pm
joke	192.168.1.1	2014-11-11	02:54:33pm
joke	192.168.1.1	2014-11-11	02:54:45pm
joke	192.168.1.1	2014-11-11	02:54:56pm
joke	192.168.1.1	2014-11-11	02:55:08pm
joke	192.168.1.1	2014-11-11	02:57:04pm
joke	192.168.1.1	2014-11-11	02:57:16pm
joke	192.168.1.1	2014-11-11	02:57:27pm
joke	192.168.1.1	2014-11-11	02:57:38pm
joke	192.168.1.1	2014-11-11	02:57:49pm
joke	192.168.1.1	2014-11-11	02:58:01pm
joke	192.168.1.1	2014-11-11	02:58:12pm
joke	192.168.1.1	2014-11-11	02:58:24pm
joke	192.168.1.1	2014-11-11	02:58:34pm
joke	192.168.1.1	2014-11-11	03:04:19pm
joke	192.168.1.1	2014-11-11	03:04:37pm
joke	192.168.1.1	2014-11-11	03:06:08pm
joke	192.168.1.1	2014-11-11	03:06:20pm
joke	192.168.1.1	2014-11-11	03:06:31pm
joke	192.168.1.1	2014-11-11	03:06:42pm
joke	192.168.1.1	2014-11-11	03:06:54pm
joke	192.168.1.1	2014-11-11	03:07:05pm
joke	192.168.1.1	2014-11-11	03:07:16pm
joke	192.168.1.1	2014-11-11	03:07:28pm
joke	192.168.1.1	2014-11-11	03:07:39pm
joke	192.168.1.1	2014-11-11	03:07:50pm
joke	192.168.1.1	2014-11-11	03:08:02pm
joke	192.168.1.1	2014-11-11	03:08:13pm
joke	192.168.1.1	2014-11-11	03:08:24pm
joke	192.168.1.1	2014-11-11	03:08:36pm
joke	192.168.1.1	2014-11-11	03:08:47pm
joke	192.168.1.1	2014-11-11	03:08:58pm
joke	192.168.1.1	2014-11-11	03:09:10pm
joke	192.168.1.1	2014-11-11	03:09:21pm
joke	192.168.1.1	2014-11-11	03:09:32pm
joke	192.168.1.1	2014-11-11	03:09:44pm
joke	192.168.1.1	2014-11-11	03:09:55pm
joke	192.168.1.1	2014-11-11	03:10:07pm
joke	192.168.1.1	2014-11-11	03:10:18pm
joke	192.168.1.1	2014-11-11	03:10:29pm
joke	192.168.1.1	2014-11-11	03:10:40pm
joke	192.168.1.1	2014-11-11	03:10:52pm
joke	192.168.1.1	2014-11-11	03:11:03pm
joke	192.168.1.1	2014-11-11	03:11:12pm
joke	192.168.1.1	2014-11-11	03:12:58pm
