joke	192.168.1.1	2014-11-11	03:13:09pm
joke	192.168.1.1	2014-11-11	03:13:20pm
joke	192.168.1.1	2014-11-11	03:13:32pm
joke	192.168.1.1	2014-11-11	03:13:43pm
joke	192.168.1.1	2014-11-11	03:13:54pm
joke	192.168.1.1	2014-11-11	03:14:06pm
joke	192.168.1.1	2014-11-11	03:14:17pm
joke	192.168.1.1	2014-11-11	03:14:28pm
joke	192.168.1.1	2014-11-11	03:14:40pm
joke	192.168.1.1	2014-11-11	03:14:51pm
joke	192.168.1.1	2014-11-11	03:15:02pm
joke	192.168.1.1	2014-11-11	03:15:13pm
joke	192.168.1.1	2014-11-11	03:15:25pm
joke	192.168.1.1	2014-11-11	03:15:36pm
joke	192.168.1.1	2014-11-11	03:15:48pm
joke	192.168.1.1	2014-11-11	03:15:59pm
joke	192.168.1.1	2014-11-11	03:16:10pm
joke	192.168.1.1	2014-11-11	03:16:19pm
joke	192.168.1.1	2014-11-11	03:19:14pm
joke	192.168.1.1	2014-11-11	03:19:26pm
joke	192.168.1.1	2014-11-11	03:19:37pm
joke	192.168.1.1	2014-11-11	03:19:48pm
joke	192.168.1.1	2014-11-11	03:20:00pm
joke	192.168.1.1	2014-11-11	03:20:11pm
joke	192.168.1.1	2014-11-11	03:20:22pm
joke	192.168.1.1	2014-11-11	03:20:34pm
joke	192.168.1.1	2014-11-11	03:20:45pm
joke	192.168.1.1	2014-11-11	03:20:56pm
joke	192.168.1.1	2014-11-11	03:21:13pm
joke	192.168.1.1	2014-11-11	03:21:28pm
joke	192.168.1.1	2014-11-11	03:22:24pm
joke	192.168.1.1	2014-11-11	03:22:35pm
joke	192.168.1.1	2014-11-11	03:22:47pm
joke	192.168.1.1	2014-11-11	03:22:58pm
joke	192.168.1.1	2014-11-11	03:23:09pm
joke	192.168.1.1	2014-11-11	03:23:21pm
joke	192.168.1.1	2014-11-11	03:23:32pm
joke	192.168.1.1	2014-11-11	03:23:43pm
joke	192.168.1.1	2014-11-11	03:23:55pm
joke	192.168.1.1	2014-11-11	03:24:19pm
joke	192.168.1.1	2014-11-11	03:24:31pm
joke	192.168.1.1	2014-11-11	03:24:42pm
joke	192.168.1.1	2014-11-11	03:24:53pm
joke	192.168.1.1	2014-11-11	03:25:04pm
joke	192.168.1.1	2014-11-11	03:25:16pm
joke	192.168.1.1	2014-11-11	03:25:36pm
joke	192.168.1.1	2014-11-11	03:25:47pm
joke	192.168.1.1	2014-11-11	03:25:58pm
joke	192.168.1.1	2014-11-11	03:26:09pm
joke	192.168.1.1	2014-11-11	03:26:20pm
joke	192.168.1.1	2014-11-11	03:31:23pm
joke	192.168.1.1	2014-11-11	03:31:41pm
joke	192.168.1.1	2014-11-11	03:32:00pm
joke	192.168.1.1	2014-11-11	03:32:20pm
joke	192.168.1.1	2014-11-11	03:32:52pm
joke	192.168.1.1	2014-11-11	03:33:03pm
joke	192.168.1.1	2014-11-11	03:33:15pm
joke	192.168.1.1	2014-11-11	03:33:26pm
joke	192.168.1.1	2014-11-11	03:33:37pm
joke	192.168.1.1	2014-11-11	03:33:51pm
joke	192.168.1.1	2014-11-11	03:34:02pm
joke	192.168.1.1	2014-11-11	03:34:14pm
joke	192.168.1.1	2014-11-11	03:34:25pm
joke	192.168.1.1	2014-11-11	03:34:36pm
joke	192.168.1.1	2014-11-11	03:34:48pm
joke	192.168.1.1	2014-11-11	03:34:59pm
joke	192.168.1.1	2014-11-11	03:35:10pm
joke	192.168.1.1	2014-11-11	03:35:21pm
joke	192.168.1.1	2014-11-11	03:35:33pm
joke	192.168.1.1	2014-11-11	03:35:44pm
joke	192.168.1.1	2014-11-11	03:35:58pm
joke	192.168.1.1	2014-11-11	03:36:09pm
joke	192.168.1.1	2014-11-11	03:36:21pm
joke	192.168.1.1	2014-11-11	03:36:32pm
joke	192.168.1.1	2014-11-11	03:36:43pm
joke	192.168.1.1	2014-11-11	03:36:51pm
joke	192.168.1.1	2014-11-11	03:37:08pm
joke	192.168.1.1	2014-11-11	03:37:20pm
joke	192.168.1.1	2014-11-11	03:37:31pm
joke	192.168.1.1	2014-11-11	03:37:42pm
joke	192.168.1.1	2014-11-11	03:37:54pm
joke	192.168.1.1	2014-11-11	03:38:05pm
joke	192.168.1.1	2014-11-11	03:38:16pm
joke	192.168.1.1	2014-11-11	03:38:27pm
joke	192.168.1.1	2014-11-11	03:38:39pm
joke	192.168.1.1	2014-11-11	03:38:50pm
joke	192.168.1.1	2014-11-11	03:39:15pm
joke	192.168.1.1	2014-11-11	03:39:26pm
joke	192.168.1.1	2014-11-11	03:39:37pm
joke	192.168.1.1	2014-11-11	03:40:05pm
joke	192.168.1.1	2014-11-11	03:40:16pm
joke	192.168.1.1	2014-11-11	03:40:28pm
joke	192.168.1.1	2014-11-11	03:40:39pm
joke	192.168.1.1	2014-11-11	03:40:50pm
joke	192.168.1.1	2014-11-11	03:41:01pm
joke	192.168.1.1	2014-11-11	03:41:13pm
joke	192.168.1.1	2014-11-11	03:41:28pm
joke	192.168.1.1	2014-11-11	03:41:43pm
joke	192.168.1.1	2014-11-11	03:41:59pm
joke	192.168.1.1	2014-11-11	03:52:11pm
joke	192.168.1.1	2014-11-11	03:52:22pm
joke	192.168.1.1	2014-11-11	03:52:33pm
joke	192.168.1.1	2014-11-11	03:52:44pm
joke	192.168.1.1	2014-11-11	03:52:56pm
joke	192.168.1.1	2014-11-11	03:53:07pm
joke	192.168.1.1	2014-11-11	03:53:18pm
joke	192.168.1.1	2014-11-11	03:53:30pm
joke	192.168.1.1	2014-11-11	03:53:41pm
joke	192.168.1.1	2014-11-11	03:53:52pm
joke	192.168.1.1	2014-11-11	03:54:03pm
joke	192.168.1.1	2014-11-11	03:54:15pm
joke	192.168.1.1	2014-11-11	03:54:26pm
joke	192.168.1.1	2014-11-11	03:54:37pm
joke	192.168.1.1	2014-11-11	03:54:49pm
joke	192.168.1.1	2014-11-11	03:55:00pm
joke	192.168.1.1	2014-11-11	03:55:11pm
joke	192.168.1.1	2014-11-11	03:55:22pm
joke	192.168.1.1	2014-11-11	03:55:34pm
joke	192.168.1.1	2014-11-11	03:55:45pm
joke	192.168.1.1	2014-11-11	03:55:56pm
joke	192.168.1.1	2014-11-11	03:56:08pm
joke	192.168.1.1	2014-11-11	03:57:33pm
joke	192.168.1.1	2014-11-11	03:57:44pm
joke	192.168.1.1	2014-11-11	03:57:56pm
joke	192.168.1.1	2014-11-11	03:58:07pm
joke	192.168.1.1	2014-11-11	03:58:18pm
joke	192.168.1.1	2014-11-11	03:58:30pm
joke	192.168.1.1	2014-11-11	03:58:41pm
joke	192.168.1.1	2014-11-11	03:58:52pm
joke	192.168.1.1	2014-11-11	03:59:04pm
joke	192.168.1.1	2014-11-11	03:59:15pm
joke	192.168.1.1	2014-11-11	03:59:26pm
joke	192.168.1.1	2014-11-11	03:59:38pm
joke	192.168.1.1	2014-11-11	03:59:49pm
joke	192.168.1.1	2014-11-11	04:00:00pm
joke	192.168.1.1	2014-11-11	04:00:11pm
joke	192.168.1.1	2014-11-11	04:00:23pm
joke	192.168.1.1	2014-11-11	04:00:34pm
joke	192.168.1.1	2014-11-11	04:00:45pm
joke	192.168.1.1	2014-11-11	04:00:57pm
joke	192.168.1.1	2014-11-11	04:01:08pm
joke	192.168.1.1	2014-11-11	04:01:19pm
joke	192.168.1.1	2014-11-11	04:01:31pm
joke	192.168.1.1	2014-11-11	04:01:42pm
joke	192.168.1.1	2014-11-11	04:01:53pm
joke	192.168.1.1	2014-11-11	04:02:04pm
joke	192.168.1.1	2014-11-11	04:02:17pm
joke	192.168.1.1	2014-11-11	04:02:28pm
joke	192.168.1.1	2014-11-11	04:02:40pm
joke	192.168.1.1	2014-11-11	04:02:51pm
joke	192.168.1.1	2014-11-11	04:03:02pm
joke	192.168.1.1	2014-11-11	04:03:14pm
joke	192.168.1.1	2014-11-11	04:03:25pm
joke	192.168.1.1	2014-11-11	04:03:36pm
joke	192.168.1.1	2014-11-11	04:03:48pm
joke	192.168.1.1	2014-11-11	04:03:59pm
joke	192.168.1.1	2014-11-11	04:04:10pm
joke	192.168.1.1	2014-11-11	04:04:21pm
joke	192.168.1.1	2014-11-11	04:04:33pm
joke	192.168.1.1	2014-11-11	04:04:44pm
joke	192.168.1.1	2014-11-11	04:04:55pm
joke	192.168.1.1	2014-11-11	04:05:07pm
joke	192.168.1.1	2014-11-11	04:05:18pm
joke	192.168.1.1	2014-11-11	04:05:29pm
joke	192.168.1.1	2014-11-11	04:05:41pm
joke	192.168.1.1	2014-11-11	04:05:52pm
joke	192.168.1.1	2014-11-11	04:06:03pm
joke	192.168.1.1	2014-11-11	04:06:15pm
joke	192.168.1.1	2014-11-11	04:06:26pm
joke	192.168.1.1	2014-11-11	04:06:37pm
joke	192.168.1.1	2014-11-11	04:06:48pm
joke	192.168.1.1	2014-11-11	04:07:00pm
joke	192.168.1.1	2014-11-11	04:07:11pm
joke	192.168.1.1	2014-11-11	04:07:22pm
joke	192.168.1.1	2014-11-11	04:07:34pm
joke	192.168.1.1	2014-11-11	04:07:45pm
joke	192.168.1.1	2014-11-11	04:07:56pm
joke	192.168.1.1	2014-11-11	04:08:08pm
joke	192.168.1.1	2014-11-11	04:08:19pm
joke	192.168.1.1	2014-11-11	04:08:30pm
joke	192.168.1.1	2014-11-11	04:08:42pm
